target_id	target_type	target_name	target_organism_tax_id	target_organism	uniprot_id
NPT17499	PROTEIN COMPLEX	Histone deacetylase 1/Nuclear receptor corepressor 2	9606	Homo sapiens	Q9Y618
NPT17500	PROTEIN COMPLEX	Histone deacetylase 2/Nuclear receptor corepressor 2	9606	Homo sapiens	Q92769
NPT17500	PROTEIN COMPLEX	Histone deacetylase 2/Nuclear receptor corepressor 2	9606	Homo sapiens	Q9Y618
NPT17505	CELL-LINE	HCC44	9606	Homo sapiens	n.a.
NPT17523	SINGLE PROTEIN	Nucleoside triphosphate diphosphohydrolase 3	10116	Rattus norvegicus	Q80Z26
NPT17539	SINGLE PROTEIN	Pyruvate-flavodoxin oxidoreductase	289380	Clostridium perfringens (strain SM101 / Type A)	Q0SRB6
NPT17540	SINGLE PROTEIN	Pyruvate-flavodoxin oxidoreductase	192222	Campylobacter jejuni subsp. jejuni	Q0P8E1
NPT17542	ORGANISM	Cryptosporidium	5806	Cryptosporidium	n.a.
NPT17681	PROTEIN FAMILY	Dual specificity mitogen-activated protein kinase kinase MEK1/2	10116	Rattus norvegicus	Q01986
NPT17681	PROTEIN FAMILY	Dual specificity mitogen-activated protein kinase kinase MEK1/2	10116	Rattus norvegicus	P36506
NPT17698	TISSUE	Jejunum	10036	Mesocricetus auratus	n.a.
NPT17709	ORGANISM	Mycobacterium avium-intracellulare	55883	Mycobacterium avium-intracellulare	n.a.
NPT17738	SINGLE PROTEIN	C-C chemokine receptor type 1	9606	Homo sapiens	P32246
NPT17749	CELL-LINE	CEM-TK(+)	9606	Homo sapiens	n.a.
NPT17771	ORGANISM	Chlorophyta	3041	Chlorophyta	n.a.
NPT17777	ORGANISM	Madracis mirabilis	123771	Madracis mirabilis	n.a.
NPT17783	SINGLE PROTEIN	Calmodulin-domain protein kinase 1	5811	Toxoplasma gondii	Q9BJF5
NPT17794	SINGLE PROTEIN	1,3-beta-D-glucan synthase subunit	4909	Pichia kudriavzevii	Q4U2W2
NPT17795	SINGLE PROTEIN	Glucan synthase	5476	Candida albicans	O13423
NPT17796	SINGLE PROTEIN	Fksp	746128	Neosartorya fumigata	P87204
NPT17797	ORGANISM	Zygosaccharomyces	4953	Zygosaccharomyces	n.a.
NPT17798	ORGANISM	Pichia ohmeri	34356	Kodamaea ohmeri	n.a.
NPT17799	ORGANISM	Williopsis saturnus	907340	Cyberlindnera saturnus	n.a.
NPT17802	ORGANISM	Candida nivariensis	418086	Candida nivariensis	n.a.
NPT17803	ORGANISM	Candida africana	241526	Candida africana	n.a.
NPT17804	ORGANISM	Pichia caribbica	66948	Meyerozyma caribbica	n.a.
NPT17805	ORGANISM	Candida haemulonii	45357	Candida haemulonis	n.a.
NPT17806	SINGLE PROTEIN	1,3-beta-D-glucan synthase subunit 1	5482	Candida tropicalis	B6S6L8
NPT17810	SINGLE PROTEIN	1,3-beta-glucan synthase component FKS1	5478	Candida glabrata	E2GKZ4
NPT17811	SINGLE PROTEIN	1,3-beta-glucan synthase	5478	Candida glabrata	F5BCZ9
NPT17847	SINGLE PROTEIN	Heat-shock protein	5833	Plasmodium falciparum	Q25869
NPT17848	SINGLE PROTEIN	Heat shock protein HSP 90-beta	9986	Oryctolagus cuniculus	P30947
NPT17853	CELL-LINE	TLX-5	10090	Mus musculus	n.a.
NPT17854	CELL-LINE	GM892A cell line	9606	Homo sapiens	n.a.
NPT17855	CELL-LINE	Non-small cell lung cancer cell line	n.a.	n.a.	n.a.
NPT17856	CELL-LINE	carcinoma cell line	n.a.	n.a.	n.a.
NPT17859	CELL-LINE	GL261	10090	Mus musculus	n.a.
NPT17862	SINGLE PROTEIN	Prolyl endopeptidase	9823	Sus scrofa	P23687
NPT17863	SINGLE PROTEIN	Prolyl endopeptidase	10116	Rattus norvegicus	O70196
NPT17865	SINGLE PROTEIN	Prolyl endopeptidase	10090	Mus musculus	Q9QUR6
NPT17866	SINGLE PROTEIN	Prolyl endopeptidase	9913	Bos taurus	Q9XTA2
NPT17867	SINGLE PROTEIN	Fibroblast activation protein alpha	9606	Homo sapiens	Q12884
NPT17868	CELL-LINE	CCRF-CEM/VCR-1000	9606	Homo sapiens	n.a.
NPT17871	SINGLE PROTEIN	Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 2	9606	Homo sapiens	Q9UL51
NPT17872	SINGLE PROTEIN	Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 4	9606	Homo sapiens	Q9Y3Q4
NPT17873	SINGLE PROTEIN	Inward rectifier potassium channel 2	9606	Homo sapiens	P63252
NPT17895	SINGLE PROTEIN	Alpha-amylase	7067	Tenebrio molitor	P56634
NPT17977	SINGLE PROTEIN	Tyrosine-protein kinase ABL	10090	Mus musculus	P00520
NPT17978	SINGLE PROTEIN	Dual specificity mitogen-activated protein kinase kinase 4	10090	Mus musculus	P47809
NPT17980	SINGLE PROTEIN	Membrane-associated phosphatidylinositol transfer protein 1	9606	Homo sapiens	O00562
NPT18026	CELL-LINE	CRO-AP2	9606	Homo sapiens	n.a.
NPT18034	SINGLE PROTEIN	Platelet-derived growth factor receptor beta	10116	Rattus norvegicus	Q05030
NPT18035	SINGLE PROTEIN	BCR/ABL p210 fusion protein	9606	Homo sapiens	A1Z199
NPT18044	PROTEIN COMPLEX	Cyclin-dependent kinase 1/Cyclin A1	9606	Homo sapiens	P06493
NPT18044	PROTEIN COMPLEX	Cyclin-dependent kinase 1/Cyclin A1	9606	Homo sapiens	P78396
NPT18060	ORGANISM	Human echovirus 6	12062	Human echovirus 6	n.a.
NPT18062	ORGANISM	Human rhinovirus strain Hanks	167323	Human rhinovirus strain Hanks	n.a.
NPT18074	SINGLE PROTEIN	Sigma opioid receptor	10090	Mus musculus	O55242
NPT18075	SINGLE PROTEIN	Sigma intracellular receptor 2	10090	Mus musculus	Q8VD00
NPT18083	SINGLE PROTEIN	Short transient receptor potential channel 6	10090	Mus musculus	Q61143
NPT18114	SINGLE PROTEIN	Cytochrome P450 26A1	9606	Homo sapiens	O43174
NPT18177	SINGLE PROTEIN	Catechol 2,3-dioxygenase	40324	Stenotrophomonas maltophilia	A7LB47
NPT18185	ORGANISM	Taenia pisiformis	85432	Taenia pisiformis	n.a.
NPT18187	ORGANISM	Schistosoma haematobium	6185	Schistosoma haematobium	n.a.
NPT18189	SINGLE PROTEIN	Glucagon-like peptide 1 receptor	10090	Mus musculus	O35659
NPT18191	SINGLE PROTEIN	Glucagon receptor	10090	Mus musculus	Q61606
NPT18193	SINGLE PROTEIN	Gasdermin-D	9606	Homo sapiens	P57764
NPT18194	SINGLE PROTEIN	Gasdermin-D	10090	Mus musculus	Q9D8T2
NPT18211	SINGLE PROTEIN	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial	9606	Homo sapiens	P31040
NPT18217	SINGLE PROTEIN	S-100 protein beta chain	9606	Homo sapiens	P04271
NPT18219	ORGANISM	Leishmania pifanoi	5682	Leishmania pifanoi	n.a.
NPT18220	ORGANISM	Leishmania aristidesi	521160	Leishmania aristidesi	n.a.
NPT18221	ORGANISM	Leishmania garnhami	214612	Leishmania garnhami	n.a.
NPT18222	ORGANISM	Leishmania donovani donovani	99875	Leishmania donovani donovani	n.a.
NPT18225	ORGANISM	Leishmania mexicana venezuelensis	155283	Leishmania mexicana venezuelensis	n.a.
NPT18229	ORGANISM	Leishmania tarentolae	5689	Leishmania tarentolae	n.a.
NPT18231	SINGLE PROTEIN	Acid-sensing ion channel 2	10090	Mus musculus	Q925H0
NPT18232	SINGLE PROTEIN	Acid-sensing ion channel 3	10090	Mus musculus	Q6X1Y6
NPT18234	SINGLE PROTEIN	Acrosin	9823	Sus scrofa	P08001
NPT18235	SINGLE PROTEIN	Protein S100-B	10116	Rattus norvegicus	P04631
NPT18237	SINGLE PROTEIN	Class 1 phosphodiesterase PDEB1	5691	Trypanosoma brucei	Q8WQX9
NPT18239	SINGLE PROTEIN	Protein tyrosine phosphatase type IVA 1	9606	Homo sapiens	Q93096
NPT18240	SINGLE PROTEIN	Protein tyrosine phosphatase type IVA 2	9606	Homo sapiens	Q12974
NPT18289	SINGLE PROTEIN	Phospho-N-acetylmuramoyl-pentapeptide-transferase	224324	Aquifex aeolicus (strain VF5)	O66465
NPT18293	SINGLE PROTEIN	Dopamine D2 receptor	10090	Mus musculus	P61168
NPT18316	SINGLE PROTEIN	Beta-lactamase	562	Escherichia coli	E5KIY2
NPT18317	SINGLE PROTEIN	Metallo-beta-lactamase NDM-4	562	Escherichia coli	H6WZS9
NPT18318	ORGANISM	Helicoverpa punctigera	27545	Helicoverpa punctigera	n.a.
NPT18334	ORGANISM	Encephalitozoon cuniculi	6035	Encephalitozoon cuniculi	n.a.
NPT18338	SINGLE PROTEIN	Endothelin B receptor-like protein 2	9606	Homo sapiens	O60883
NPT18340	SINGLE PROTEIN	Human immunodeficiency virus type 2 pol protein	11709	Human immunodeficiency virus 2	P88142
NPT18349	SINGLE PROTEIN	Polymerase basic protein 2	211044	Influenza A virus (strain A/Puerto Rico/8/1934 H1N1)	P03428
NPT18397	SINGLE PROTEIN	Arachidonate 15-lipoxygenase	10090	Mus musculus	P39654
NPT18402	SINGLE PROTEIN	Neutrophil elastase	10090	Mus musculus	Q3UP87
NPT18404	CELL-LINE	Epithelial cells	n.a.	n.a.	n.a.
NPT18415	ORGANISM	Sendai virus	11191	Sendai virus	n.a.
NPT18418	CELL-LINE	GM16216	9606	Homo sapiens	n.a.
NPT18424	ORGANISM	Culex pipiens pallens	42434	Culex pipiens pallens	n.a.
NPT18426	ORGANISM	Doru	163242	Doru	n.a.
NPT18430	SINGLE PROTEIN	Beta-hexosaminidase subunit beta	9606	Homo sapiens	P07686
NPT18431	SINGLE PROTEIN	Bifunctional dihydrofolate reductase-thymidylate synthase	36329	Plasmodium falciparum (isolate 3D7)	Q8I1R6
NPT18436	SINGLE PROTEIN	Multidrug and toxin extrusion protein 1	10090	Mus musculus	Q8K0H1
NPT18438	PROTEIN FAMILY	Beta-N-acetyl-D-hexosaminidase-A/B	9606	Homo sapiens	P07686
NPT18438	PROTEIN FAMILY	Beta-N-acetyl-D-hexosaminidase-A/B	9606	Homo sapiens	P06865
NPT18446	SINGLE PROTEIN	Endothelin receptor type A	9986	Oryctolagus cuniculus	A5A8K3
NPT18448	SINGLE PROTEIN	Proteinase-activated receptor 1	9606	Homo sapiens	P25116
NPT18449	SINGLE PROTEIN	Phospholipase B	283643	Cryptococcus neoformans var. neoformans B-3501A	P0CP75
NPT18451	CELL-LINE	NCH82	9606	Homo sapiens	n.a.
NPT18452	SINGLE PROTEIN	Protein phosphatase 2C alpha	9606	Homo sapiens	P35813
NPT18454	SINGLE PROTEIN	Serine/threonine protein phosphatase 2A, 55 kDa regulatory subunit B, alpha isoform	9606	Homo sapiens	P63151
NPT18459	SINGLE PROTEIN	Interleukin-2	10090	Mus musculus	P04351
NPT18468	SINGLE PROTEIN	Cyclophilin B	9606	Homo sapiens	P23284
NPT18470	SINGLE PROTEIN	Peptidyl-prolyl cis-trans isomerase D	9606	Homo sapiens	Q08752
NPT18482	SINGLE PROTEIN	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform	10090	Mus musculus	Q9JHG7
NPT18483	SINGLE PROTEIN	Peptidyl-prolyl cis-trans isomerase F, mitochondrial	10090	Mus musculus	Q99KR7
NPT18485	SINGLE PROTEIN	Peripheral-type benzodiazepine receptor	10090	Mus musculus	P50637
NPT18515	CELL-LINE	HPBALL	9606	Homo sapiens	n.a.
NPT18563	SINGLE PROTEIN	3-oxoacyl-[acyl-carrier-protein] synthase 1	1773	Mycobacterium tuberculosis	P9WQD9
NPT18569	SINGLE PROTEIN	Cyclin-dependent kinase inhibitor 2A	9606	Homo sapiens	P42771
NPT18576	SINGLE PROTEIN	Beta secretase 2	9606	Homo sapiens	Q9Y5Z0
NPT18596	SINGLE PROTEIN	PI3-kinase p110-alpha subunit	10090	Mus musculus	P42337
NPT18597	SINGLE PROTEIN	Phosphatidylinositol-4-phosphate 3-kinase C2 domain-containing subunit alpha	9606	Homo sapiens	O00443
NPT18598	SINGLE PROTEIN	Serine/threonine-protein kinase mTOR	10116	Rattus norvegicus	P42346
NPT18602	PROTEIN COMPLEX	PI3-kinase p110-delta/p85-alpha	9606	Homo sapiens	P27986
NPT18602	PROTEIN COMPLEX	PI3-kinase p110-delta/p85-alpha	9606	Homo sapiens	O00329
NPT18603	PROTEIN-PROTEIN INTERACTION	VHL/Estrogen receptor	9606	Homo sapiens	P03372
NPT18603	PROTEIN-PROTEIN INTERACTION	VHL/Estrogen receptor	9606	Homo sapiens	P40337
NPT18618	ORGANISM	Visna virus	11741	Visna/maedi virus	n.a.
NPT18621	ORGANISM	Newcastle disease virus	11176	Newcastle disease virus	n.a.
NPT18622	ORGANISM	Suid herpesvirus 1	10345	Suid herpesvirus 1	n.a.
NPT18632	ORGANISM	La Crosse virus	11577	La Crosse virus	n.a.
NPT18633	ORGANISM	Sandfly fever Naples virus	206160	Sandfly fever Naples virus	n.a.
NPT18634	ORGANISM	Tacaribe virus	11631	Tacaribe virus	n.a.
NPT18635	ORGANISM	Pichinde mammarenavirus	2169993	Cali mammarenavirus	n.a.
NPT18638	ORGANISM	Camelpox virus	28873	Camelpox virus	n.a.
NPT18639	ORGANISM	Monkeypox virus	10244	Monkeypox virus	n.a.
NPT18649	ORGANISM	Lassa virus	11620	Lassa virus	n.a.
NPT18658	ORGANISM	Argentinian mammarenavirus	2169991	Argentinian mammarenavirus	n.a.
NPT18660	SINGLE PROTEIN	Adenosine A1 receptor	10090	Mus musculus	Q60612
NPT18661	SINGLE PROTEIN	Adenosine A3 receptor	10090	Mus musculus	Q61618
NPT18662	ORGANISM	Pichinde virus	11630	Pichinde virus	n.a.
NPT18663	PROTEIN COMPLEX	RNA-directed RNA polymerase	211044	Influenza A virus (strain A/Puerto Rico/8/1934 H1N1)	P03433
NPT18663	PROTEIN COMPLEX	RNA-directed RNA polymerase	211044	Influenza A virus (strain A/Puerto Rico/8/1934 H1N1)	P03431
NPT18663	PROTEIN COMPLEX	RNA-directed RNA polymerase	211044	Influenza A virus (strain A/Puerto Rico/8/1934 H1N1)	P03428
NPT18664	SINGLE PROTEIN	Serine/threonine-protein kinase mTOR	10090	Mus musculus	Q9JLN9
NPT18667	SINGLE PROTEIN	PI4-kinase alpha subunit	9606	Homo sapiens	P42356
NPT18669	PROTEIN COMPLEX	mTORC2	9606	Homo sapiens	P42345
NPT18669	PROTEIN COMPLEX	mTORC2	9606	Homo sapiens	Q6R327
NPT18669	PROTEIN COMPLEX	mTORC2	9606	Homo sapiens	Q9BVC4
NPT18669	PROTEIN COMPLEX	mTORC2	9606	Homo sapiens	Q9BPZ7
NPT18683	ORGANISM	Trichophyton longifusum	446639	Trichophyton longifusum	n.a.
NPT18690	SINGLE PROTEIN	Cytochrome P450 121	1773	Mycobacterium tuberculosis	P9WPP7
NPT18691	ORGANISM	Pichia sporocuriosa	87101	Pichia sporocuriosa	n.a.
NPT18692	ORGANISM	Kregervanrija fluxuum	324740	Kregervanrija fluxuum	n.a.
NPT18706	CELL-LINE	Mononuclear cell line	n.a.	n.a.	n.a.
NPT18711	SINGLE PROTEIN	Prostanoid DP receptor	10090	Mus musculus	P70263
NPT18712	SINGLE PROTEIN	G protein-coupled receptor 44	9606	Homo sapiens	Q9Y5Y4
NPT18735	CELL-LINE	PS	9823	Sus scrofa	n.a.
NPT18739	SINGLE PROTEIN	Phospho-N-acetylmuramoyl-pentapeptide-transferase	1773	Mycobacterium tuberculosis	P9WMW7
NPT18748	PROTEIN COMPLEX	5-lipoxygenase/FLAP	9606	Homo sapiens	P09917
NPT18748	PROTEIN COMPLEX	5-lipoxygenase/FLAP	9606	Homo sapiens	P20292
NPT18754	PROTEIN COMPLEX	Phosphatidylinositol 3-kinase regulatory subunit beta/Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform	9606	Homo sapiens	P42338
NPT18754	PROTEIN COMPLEX	Phosphatidylinositol 3-kinase regulatory subunit beta/Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform	9606	Homo sapiens	O00459
NPT18756	PROTEIN COMPLEX	PI3K p110 beta/p85 alpha	9606	Homo sapiens	P27986
NPT18756	PROTEIN COMPLEX	PI3K p110 beta/p85 alpha	9606	Homo sapiens	P42338
NPT18762	CELL-LINE	TMD8	9606	Homo sapiens	n.a.
NPT18763	CELL-LINE	OCI-Ly10	9606	Homo sapiens	n.a.
NPT18771	PROTEIN FAMILY	Beta-adrenergic receptor	10090	Mus musculus	P34971
NPT18771	PROTEIN FAMILY	Beta-adrenergic receptor	10090	Mus musculus	P18762
NPT18771	PROTEIN FAMILY	Beta-adrenergic receptor	10090	Mus musculus	P25962
NPT18776	SELECTIVITY GROUP	Beta-2 adrenergic receptor and beta-3 adrenergic receptor	9606	Homo sapiens	P07550
NPT18776	SELECTIVITY GROUP	Beta-2 adrenergic receptor and beta-3 adrenergic receptor	9606	Homo sapiens	P13945
NPT18808	SINGLE PROTEIN	Cysteine protease falcipain-3	5833	Plasmodium falciparum	Q9NBA7
NPT18809	SINGLE PROTEIN	Lysosomal protective protein	9606	Homo sapiens	P10619
NPT18815	SINGLE PROTEIN	Cathepsin B	10116	Rattus norvegicus	P00787
NPT18819	SINGLE PROTEIN	Penicillin-binding protein 1A	208964	Pseudomonas aeruginosa PAO1	Q07806
NPT18822	SINGLE PROTEIN	Vascular endothelial growth factor receptor 2	10090	Mus musculus	P35918
NPT18823	SINGLE PROTEIN	Vascular endothelial growth factor receptor 1	10090	Mus musculus	P35969
NPT18824	SINGLE PROTEIN	Fibroblast growth factor receptor 1	10090	Mus musculus	P16092
NPT18825	SINGLE PROTEIN	Vascular endothelial growth factor receptor 2	7955	Danio rerio	Q5GIT4
NPT18837	SINGLE PROTEIN	Pannexin-1	9606	Homo sapiens	Q96RD7
NPT18844	SINGLE PROTEIN	HIV protease	12721	Human immunodeficiency virus	Q9YQ30
NPT18849	SINGLE PROTEIN	Leukotriene A-4 hydrolase	10141	Cavia porcellus	P19602
NPT18850	PROTEIN FAMILY	Collagenase	9606	Homo sapiens	P08253
NPT18850	PROTEIN FAMILY	Collagenase	9606	Homo sapiens	P14780
NPT18850	PROTEIN FAMILY	Collagenase	9606	Homo sapiens	P22894
NPT18850	PROTEIN FAMILY	Collagenase	9606	Homo sapiens	P45452
NPT18850	PROTEIN FAMILY	Collagenase	9606	Homo sapiens	P03956
NPT18854	SINGLE PROTEIN	Transient receptor potential cation channel subfamily V member 4	9606	Homo sapiens	Q9HBA0
NPT18862	ORGANISM	Actinobacillus pleuropneumoniae	715	Actinobacillus pleuropneumoniae	n.a.
NPT18873	ORGANISM	Paracoccus denitrificans	266	Paracoccus denitrificans	n.a.
NPT18879	ORGANISM	Carassius carassius	217509	Carassius carassius	n.a.
NPT18891	SINGLE PROTEIN	Putative casein kinase I	5664	Leishmania major	O96999
NPT18892	CELL-LINE	BG-1 cell line	9606	Homo sapiens	n.a.
NPT18897	SINGLE PROTEIN	Ribonucleoside-diphosphate reductase M1 chain	9606	Homo sapiens	P23921
NPT18901	ORGANISM	Middle East respiratory syndrome-related coronavirus	1335626	Middle East respiratory syndrome-related coronavirus	n.a.
NPT18908	SINGLE PROTEIN	Vascular cell adhesion protein 1	9606	Homo sapiens	P19320
NPT18913	CELL-LINE	BxT	n.a.	n.a.	n.a.
NPT18914	CELL-LINE	B(EBV+)	n.a.	n.a.	n.a.
NPT18915	CELL-LINE	M	n.a.	n.a.	n.a.
NPT18921	CELL-LINE	CEM-c113	9606	Homo sapiens	n.a.
NPT18923	CELL-LINE	CEM-TK(-)	9606	Homo sapiens	n.a.
NPT18924	CELL-LINE	L1210/TK-	10090	Mus musculus	n.a.
NPT18925	CELL-LINE	C3H/3T3	10090	Mus musculus	n.a.
NPT18930	ORGANISM	Moloney murine sarcoma virus	11809	Moloney murine sarcoma virus	n.a.
NPT18933	ORGANISM	Human immunodeficiency virus 3	35274	Human immunodeficiency virus 3	n.a.
NPT18949	SINGLE PROTEIN	Proteasome subunit beta type-9	9606	Homo sapiens	P28065
NPT18950	SINGLE PROTEIN	Proteasome subunit beta type-10	9606	Homo sapiens	P40306
NPT18954	SINGLE PROTEIN	Intermediate conductance calcium-activated potassium channel protein 4	9606	Homo sapiens	O15554
NPT18962	SINGLE PROTEIN	Putative cytochrome P450 130	1773	Mycobacterium tuberculosis	P9WPN5
NPT18965	ORGANISM	Aspergillus awamori	105351	Aspergillus awamori	n.a.
NPT18966	ORGANISM	Monascus purpureus	5098	Monascus purpureus	n.a.
NPT18969	PROTEIN COMPLEX	Potassium-transporting ATPase	9823	Sus scrofa	P18434
NPT18969	PROTEIN COMPLEX	Potassium-transporting ATPase	9823	Sus scrofa	P19156
NPT18970	SINGLE PROTEIN	Methionine aminopeptidase 1	559292	Saccharomyces cerevisiae S288c	Q01662
NPT18987	SINGLE PROTEIN	Metallo-beta-lactamase	573	Klebsiella pneumoniae	Q5GN09
NPT18990	ORGANISM	Mycobacterium frederiksbergense	117567	Mycobacterium frederiksbergense	n.a.
NPT18993	SINGLE PROTEIN	Chitinase	746128	Aspergillus fumigatus	Q873X9
NPT18994	SINGLE PROTEIN	Chitinase A	615	Serratia marcescens	P07254
NPT18995	SINGLE PROTEIN	Chitinase C1	615	Serratia marcescens	Q700B8
NPT19006	SINGLE PROTEIN	3-beta-hydroxysteroid dehydrogenase/delta 5-->4-isomerase type I	9606	Homo sapiens	P14060
NPT19007	SINGLE PROTEIN	Steroid 5-alpha-reductase 2	10116	Rattus norvegicus	P31214
NPT19009	SINGLE PROTEIN	3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase	1773	Mycobacterium tuberculosis	P9WQP7
NPT19014	CELL-LINE	HASMC	9606	Homo sapiens	n.a.
NPT19026	ORGANISM	Oreochromis mossambicus	8127	Oreochromis mossambicus	n.a.
NPT19027	SINGLE PROTEIN	Voltage-gated potassium channel subunit Kv7.2	10090	Mus musculus	Q9Z351
NPT19028	SINGLE PROTEIN	Voltage-gated potassium channel subunit Kv7.2	9606	Homo sapiens	O43526
NPT19030	PROTEIN COMPLEX	Voltage-gated potassium channel, KQT; KCNQ2(Kv7.2)/KCNQ3(Kv7.3)	9606	Homo sapiens	O43526
NPT19030	PROTEIN COMPLEX	Voltage-gated potassium channel, KQT; KCNQ2(Kv7.2)/KCNQ3(Kv7.3)	9606	Homo sapiens	O43525
NPT19031	SINGLE PROTEIN	Voltage-gated potassium channel subunit Kv7.2	10116	Rattus norvegicus	O88943
NPT19032	SINGLE PROTEIN	Voltage-gated potassium channel subunit Kv7.4	9606	Homo sapiens	P56696
NPT19033	SINGLE PROTEIN	Voltage-gated potassium channel subunit Kv7.5	9606	Homo sapiens	Q9NR82
NPT19034	SINGLE PROTEIN	Voltage-gated potassium channel subunit Kv7.3	9606	Homo sapiens	O43525
NPT19048	SINGLE PROTEIN	Peptidyl-prolyl cis-trans isomerase FKBP1A	10090	Mus musculus	P26883
NPT19051	SINGLE PROTEIN	Undecaprenyl-diphosphatase	83333	Escherichia coli (strain K12)	P60932
NPT19052	SINGLE PROTEIN	Insulin-degrading enzyme	10090	Mus musculus	Q9JHR7
NPT19056	SINGLE PROTEIN	Glycogen synthase kinase 3 beta	9823	Sus scrofa	B2LUN4
NPT19059	TISSUE	Spiral organ of cochlea	10090	Mus musculus	n.a.
NPT19061	ORGANISM	Haemophilus ducreyi 35000HP	233412	Haemophilus ducreyi 35000HP	n.a.
NPT19063	CELL-LINE	IGR-37 cell line	9606	Homo sapiens	n.a.
NPT19064	CELL-LINE	UCLA P-3	9606	Homo sapiens	n.a.
NPT19066	PROTEIN FAMILY	IDH1/IDH2	9606	Homo sapiens	O75874
NPT19066	PROTEIN FAMILY	IDH1/IDH2	9606	Homo sapiens	P48735
NPT19067	SINGLE PROTEIN	Isocitrate dehydrogenase [NADP], mitochondrial	9606	Homo sapiens	P48735
NPT19082	SINGLE PROTEIN	Histamine N-methyltransferase	10116	Rattus norvegicus	Q01984
NPT19090	SINGLE PROTEIN	Gastrotropin	9606	Homo sapiens	P51161
NPT19093	SINGLE PROTEIN	Aldehyde dehydrogenase	10116	Rattus norvegicus	P11884
NPT19094	SINGLE PROTEIN	Pyrroline-5-carboxylate reductase 1, mitochondrial	9606	Homo sapiens	P32322
NPT19099	ORGANISM	Anthrenocerus australis	910045	Anthrenocerus australis	n.a.
NPT19107	CELL-LINE	SK-MEL19	9606	Homo sapiens	n.a.
NPT19112	SINGLE PROTEIN	Peptidyl-dipeptidase dcp	83333	Escherichia coli (strain K12)	P24171
NPT19119	SINGLE PROTEIN	Chromobox protein homolog 7	9606	Homo sapiens	O95931
NPT19120	SINGLE PROTEIN	Heparanase	10090	Mus musculus	Q6YGZ1
NPT19122	SINGLE PROTEIN	Subtilisin/kexin type 9	9606	Homo sapiens	Q8NBP7
NPT19123	SINGLE PROTEIN	Ectonucleotide pyrophosphatase/phosphodiesterase family member 1	10116	Rattus norvegicus	Q924C3
NPT19128	SINGLE PROTEIN	Gamma-secretase subunit PEN-2	9606	Homo sapiens	Q9NZ42
NPT19132	SINGLE PROTEIN	Calpain 2	9606	Homo sapiens	P17655
NPT19139	SINGLE PROTEIN	Short transient receptor potential channel 3	9606	Homo sapiens	Q13507
NPT19140	PROTEIN COMPLEX	ORAI1/STIM1	10116	Rattus norvegicus	P84903
NPT19140	PROTEIN COMPLEX	ORAI1/STIM1	10116	Rattus norvegicus	Q5M848
NPT19155	SINGLE PROTEIN	Phosphodiesterase 4B	10116	Rattus norvegicus	P14646
NPT19157	SINGLE PROTEIN	Phosphodiesterase 5A	9913	Bos taurus	Q28156
NPT19159	PROTEIN FAMILY	Phosphodiesterase 4	10090	Mus musculus	Q8VBU5
NPT19159	PROTEIN FAMILY	Phosphodiesterase 4	10090	Mus musculus	Q3UEI1
NPT19159	PROTEIN FAMILY	Phosphodiesterase 4	10090	Mus musculus	O89084
NPT19159	PROTEIN FAMILY	Phosphodiesterase 4	10090	Mus musculus	Q01063
NPT19161	SINGLE PROTEIN	Phosphodiesterase 4C	9606	Homo sapiens	Q08493
NPT19162	PROTEIN FAMILY	Phosphodiesterase, PDE1/PDE5	9606	Homo sapiens	O76074
NPT19162	PROTEIN FAMILY	Phosphodiesterase, PDE1/PDE5	9606	Homo sapiens	P54750
NPT19162	PROTEIN FAMILY	Phosphodiesterase, PDE1/PDE5	9606	Homo sapiens	Q01064
NPT19162	PROTEIN FAMILY	Phosphodiesterase, PDE1/PDE5	9606	Homo sapiens	Q14123
NPT19165	SINGLE PROTEIN	Phosphodiesterase 8A	9606	Homo sapiens	O60658
NPT19166	SINGLE PROTEIN	Phosphodiesterase 8B	9606	Homo sapiens	O95263
NPT19168	SINGLE PROTEIN	Phosphodiesterase 11A	9606	Homo sapiens	Q9HCR9
NPT19185	CELL-LINE	BE	9606	Homo sapiens	n.a.
NPT19186	SINGLE PROTEIN	Cathepsin B-like cysteine protease	5691	Trypanosoma brucei	Q6R7Z5
NPT19195	CELL-LINE	CXF1103	n.a.	n.a.	n.a.
NPT19196	CELL-LINE	LXFS538	n.a.	n.a.	n.a.
NPT19198	CELL-LINE	OVXF1023 cell line	9606	Homo sapiens	n.a.
NPT19199	CELL-LINE	RXF 423	9606	Homo sapiens	n.a.
NPT19200	ORGANISM	Acanthamoeba lugdunensis	61605	Acanthamoeba lugdunensis	n.a.
NPT19225	PROTEIN COMPLEX	LSD1/CoREST complex	9606	Homo sapiens	O60341
NPT19225	PROTEIN COMPLEX	LSD1/CoREST complex	9606	Homo sapiens	Q9UKL0
NPT19235	CELL-LINE	TPC1	9606	Homo sapiens	n.a.
