id,name,common_names,usda_code,family,family_apg
3178,"Prunus sp.",Chokecherry,"",Rosaceae,Rosaceae
3179,"Prunus subcordata Benth.","Klamath Plum",PRSUS,Rosaceae,Rosaceae
3180,"Prunus subcordata var. oregana (Greene) W. Wight ex M.E. Peck","Oregon Klamath Plum",PRSUO,Rosaceae,Rosaceae
3181,"Prunus virginiana L.","Common Chokecherry",PRVIV,Rosaceae,Rosaceae
3182,"Prunus virginiana var. demissa (Nutt.) Torr.","Western Chokecherry",PRVID,Rosaceae,Rosaceae
3183,"Prunus virginiana var. melanocarpa (A. Nels.) Sarg.","Black Chokecherry",PRVIM,Rosaceae,Rosaceae
3184,"Prunus virginiana var. virginiana",Chokecherry,PRVIV,Rosaceae,Rosaceae
3185,"Psathyrotes annua (Nutt.) Gray","Annual Psathyrotes",PSAN,Asteraceae,Asteraceae
3186,"Psathyrotes pilifera Gray","Hairybeast Turtleback",PSPI,Asteraceae,Asteraceae
3187,"Psathyrotes ramosissima (Torr.) Gray","Velvet Turtleback",PSRA,Asteraceae,Asteraceae
3188,"Pseudephebe pubescens (L.) Choisy","","",Alectoriaceae,""
3189,"Pseudocymopterus montanus (Gray) Coult. & Rose","Alpine False Springparsley",PSMO,Apiaceae,Apiaceae
3190,"Pseudocymopterus sp.","","",Apiaceae,Apiaceae
3191,"Pseudognaphalium californicum (DC.) A. Anderb.","Ladies' Tobacco",PSCA13,Asteraceae,Asteraceae
3192,"Pseudognaphalium canescens ssp. canescens","Wright's Cudweed",PSCAC2,Asteraceae,Asteraceae
3193,"Pseudognaphalium canescens ssp. microcephalum (Nutt.) Kartesz","Smallhead Cudweed",PSCAM,Asteraceae,Asteraceae
3194,"Pseudognaphalium obtusifolium ssp. obtusifolium","Rabbit Tobacco",PSOBO,Asteraceae,Asteraceae
3195,"Pseudognaphalium stramineum (Kunth) W.A. Weber","Cottonbatting Plant",PSST7,Asteraceae,Asteraceae
3196,"Pseudognaphalium viscosum (Kunth) W.A. Weber","Winged Cudweed",PSMA11,Asteraceae,Asteraceae
3197,"Pseudoroegneria spicata ssp. spicata","Bluebunch Wheatgrass",PSSPS,Poaceae,Poaceae
3198,"Pseudostellaria jamesiana (Torr.) W.A. Weber & R.L. Hartman","Tuber Starwort",PSJA2,Caryophyllaceae,Caryophyllaceae
3199,"Pseudotsuga menziesii (Mirbel) Franco","Douglas Fir",PSMEM,Pinaceae,Pinaceae
3200,"Pseudotsuga menziesii var. glauca (Beissn.) Franco","Rocky Mountain Douglas Fir",PSMEG,Pinaceae,Pinaceae
3201,"Pseudotsuga menziesii var. menziesii","Douglas Fir",PSMEM,Pinaceae,Pinaceae
3202,"Psidium guajava L.",Guava,PSGU,Myrtaceae,Myrtaceae
3203,"Psilostrophe sparsiflora (Gray) A. Nels.","Greenstem Paperflower",PSSP,Asteraceae,Asteraceae
3204,"Psilostrophe tagetina (Nutt.) Greene","Woolly Paperflower",PSTAT,Asteraceae,Asteraceae
3205,"Psoralidium lanceolatum (Pursh) Rydb.","Lemon Scurfpea",PSLA3,Fabaceae,Fabaceae
3206,"Psoralidium tenuiflorum (Pursh) Rydb.","Slimflower Scurfpea",PSTE5,Fabaceae,Fabaceae
3207,"Psorothamnus fremontii var. fremontii","Fremont's Dalea",PSFRF,Fabaceae,Fabaceae
3208,"Psorothamnus polydenius (Torr. ex S. Wats.) Rydb.","Nevada Smokebush",PSPOP,Fabaceae,Fabaceae
3209,"Psorothamnus polydenius var. polydenius","Nevada Smokebush",PSPOP,Fabaceae,Fabaceae
3210,"Psorothamnus scoparius (Gray) Rydb.","Broom Dalea",PSSC6,Fabaceae,Fabaceae
3211,"Ptelea trifoliata L.","Common Hoptree",PTTRT2,Rutaceae,Rutaceae
3212,"Ptelea trifoliata ssp. pallida var. pallida (Greene) V. Bailey","Pallid Hoptree",PTTRP4,Rutaceae,Rutaceae
3213,"Ptelea trifoliata ssp. trifoliata var. mollis Torr. & Gray","Common Hoptree",PTTRM,Rutaceae,Rutaceae
3214,"Pteridium aquilinum (L.) Kuhn","Western Brackenfern","",Dennstaedtiaceae,""
3215,"Pteridium aquilinum var. latiusculum (Desv.) Underwood ex Heller","Western Brackenfern",PTAQL,Dennstaedtiaceae,""
3216,"Pteridium aquilinum var. pubescens Underwood","Hairy Brackenfern",PTAQP2,Dennstaedtiaceae,""
3217,"Pteridium caudatum (L.) Maxon","Southern Brackenfern",PTCA3,Dennstaedtiaceae,""
3218,"Pteridium sp.",Fern,"",Dennstaedtiaceae,""
3219,"Pterocaulon virgatum (L.) DC.","Wand Blackroot",PTVI2,Asteraceae,Asteraceae
3220,"Pterospora andromedea Nutt.","Woodland Pinedrops",PTAN2,Ericaceae,Ericaceae
3221,"Pteryxia terebinthina var. terebinthina","Turpentine Wavewing",PTTET,Apiaceae,Apiaceae
3222,"Puccinellia distans (Jacq.) Parl.","Weeping Alkaligrass",PUDID,Poaceae,Poaceae
3223,"Pulsatilla occidentalis (S. Wats.) Freyn","White Pasqueflower",PUOC,Ranunculaceae,Ranunculaceae
3224,"Pulsatilla patens (L.) P. Mill.","American Pasqueflower",PUPAM,Ranunculaceae,Ranunculaceae
3225,"Pulsatilla patens ssp. multifida (Pritz.) Zamels","Pacific Anemone",ANMUH2,Ranunculaceae,Ranunculaceae
3226,"Pulsatilla sp.","Pasque Flower","",Ranunculaceae,Ranunculaceae
3227,"Punica granatum L.",Pomegranate,PUGR2,Punicaceae,Lythraceae
3228,"Purshia glandulosa Curran","Desert Bitterbrush",PUGL2,Rosaceae,Rosaceae
3229,"Purshia mexicana (D. Don) Henrickson","Mexican Cliffrose",PUME,Rosaceae,Rosaceae
3230,"Purshia stansburiana (Torr.) Henrickson","Stansbury Cliffrose",PUST,Rosaceae,Rosaceae
3231,"Purshia tridentata (Pursh) DC.","Antelope Bitterbrush",PUTR2,Rosaceae,Rosaceae
3232,"Pycnanthemum albescens Torr. & Gray","Whiteleaf Mountainmint",PYAL,Lamiaceae,Lamiaceae
3233,"Pycnanthemum californicum Torr.","Sierra Mint",PYCA,Lamiaceae,Lamiaceae
3234,"Pycnanthemum flexuosum (Walt.) B.S.P.","Appalachian Mountainmint",PYTE,Lamiaceae,Lamiaceae
3235,"Pycnanthemum incanum (L.) Michx.","Hoary Mountainmint",PYINI,Lamiaceae,Lamiaceae
3236,"Pycnanthemum virginianum (L.) T. Dur. & B.D. Jackson ex B.L. Robins. & Fern.","Virginia Mountainmint",PYVI,Lamiaceae,Lamiaceae
3237,"Pyrola americana Sweet","American Wintergreen",PYAM,Ericaceae,Ericaceae
3238,"Pyrola asarifolia Michx.","Liverleaf Wintergreen",PYASA,Ericaceae,Ericaceae
3239,"Pyrola asarifolia ssp. asarifolia","Liverleaf Wintergreen",PYASA,Ericaceae,Ericaceae
3240,"Pyrola chlorantha Sw.","Greenflowered Wintergreen",PYCH,Ericaceae,Ericaceae
3241,"Pyrola elliptica Nutt.","Waxflower Shinleaf",PYEL,Ericaceae,Ericaceae
3242,"Pyrola picta Sm.","Whiteveined Wintergreen",PYPI2,Ericaceae,Ericaceae
3243,"Pyrola sp.",Wintergreen,"",Ericaceae,Ericaceae
3244,"Pyrrhopappus carolinianus (Walt.) DC.","Carolina Desertchicory",PYCA2,Asteraceae,Asteraceae
3245,"Pyrrhopappus pauciflorus (D. Don) DC.",Desertchicory,PYPA4,Asteraceae,Asteraceae
3246,"Pyrularia pubera Michx.","Buffalo Nut",PYPU,Santalaceae,Santalaceae
3247,"Pyrus communis L.","Common Pear",PYCO,Rosaceae,Rosaceae
3248,"Pyrus sp.","Service Tree","",Rosaceae,Rosaceae
3249,"Quercus ?pauciloba Rydb. (pro sp.)  [gambelii ? turbinella]","Wavyleaf Oak",QUPA4,Fagaceae,Fagaceae
3250,"Quercus ?pauciloba Rydb. (pro sp.) [gambelii ? turbinella]","Wavyleaf Oak",QUPA4,Fagaceae,Fagaceae
3251,"Quercus agrifolia N‚e","California Live Oak",QUAGA,Fagaceae,Fagaceae
3252,"Quercus agrifolia var. agrifolia","California Live Oak",QUAGA,Fagaceae,Fagaceae
3253,"Quercus alba L.","White Oak",QUAL,Fagaceae,Fagaceae
3254,"Quercus bicolor Willd.","Swamp White Oak",QUBI,Fagaceae,Fagaceae
3255,"Quercus chrysolepis Liebm.","Canyon Live Oak",QUCHC,Fagaceae,Fagaceae
3256,"Quercus douglasii Hook. & Arn.","Blue Oak",QUDO,Fagaceae,Fagaceae
3257,"Quercus dumosa Nutt.","California Scrub Oak",QUDUD,Fagaceae,Fagaceae
3258,"Quercus dunnii Kellogg","Palmer Oak",QUDU3,Fagaceae,Fagaceae
3259,"Quercus ellipsoidalis E.J. Hill","Northern Pin Oak",QUEL,Fagaceae,Fagaceae
3260,"Quercus emoryi Torr.","Emory's Oak",QUEM,Fagaceae,Fagaceae
3261,"Quercus engelmannii Greene","Engelmann's Oak",QUEN,Fagaceae,Fagaceae
3262,"Quercus falcata Michx.","Southern Red Oak",QUFA,Fagaceae,Fagaceae
3263,"Quercus gambelii Nutt.","Gambel's Oak",QUGAG,Fagaceae,Fagaceae
3264,"Quercus gambelii var. gambelii","Gambel's Oak",QUGAG,Fagaceae,Fagaceae
3265,"Quercus garryana Dougl. ex Hook.","Oregon White Oak",QUGAG2,Fagaceae,Fagaceae
3266,"Quercus garryana var. semota Jepson","Oregon White Oak",QUGAS,Fagaceae,Fagaceae
3267,"Quercus grisea Liebm.","Gray Oak",QUGR3,Fagaceae,Fagaceae
3268,"Quercus ilicifolia Wangenh.","Bear Oak",QUIL,Fagaceae,Fagaceae
3269,"Quercus imbricaria Michx.","Shingle Oak",QUIM,Fagaceae,Fagaceae
3270,"Quercus kelloggii Newberry","California Black Oak",QUKE,Fagaceae,Fagaceae
3271,"Quercus laurifolia Michx.","Laurel Oak",QULA3,Fagaceae,Fagaceae
3272,"Quercus lobata N‚e","California White Oak",QULO,Fagaceae,Fagaceae
3273,"Quercus macrocarpa Michx.","Bur Oak",QUMAM,Fagaceae,Fagaceae
3274,"Quercus marilandica Muenchh.","Blackjack Oak",QUMAM2,Fagaceae,Fagaceae
3275,"Quercus muehlenbergii Engelm.","Chinkapin Oak",QUMU,Fagaceae,Fagaceae
3276,"Quercus nigra L.","Water Oak",QUNI,Fagaceae,Fagaceae
3277,"Quercus oblongifolia Torr.","Mexican Blue Oak",QUOB,Fagaceae,Fagaceae
3278,"Quercus pagoda Raf.","Cherrybark Oak",QUPA5,Fagaceae,Fagaceae
3279,"Quercus palustris Muenchh.","Pin Oak",QUPA2,Fagaceae,Fagaceae
3280,"Quercus peninsularis Trel.",Oak,"",Fagaceae,Fagaceae
3281,"Quercus phellos L.","Willow Oak",QUPH,Fagaceae,Fagaceae
3282,"Quercus prinus L.","Chestnut Oak",QUMI,Fagaceae,Fagaceae
3283,"Quercus pumila Walt.","Running Oak",QUPU80,Fagaceae,Fagaceae
3284,"Quercus pungens Liebm.","Pungent Oak",QUPU,Fagaceae,Fagaceae
3285,"Quercus rubra L.","Northern Red Oak",QURUR,Fagaceae,Fagaceae
3286,"Quercus rubra var. ambigua (Gray) Fern.","Northern Red Oak",QURUA,Fagaceae,Fagaceae
3287,"Quercus rubra var. rubra","Northern Red Oak",QURUR,Fagaceae,Fagaceae
3288,"Quercus sadleriana R. Br.","Deer Oak",QUSA2,Fagaceae,Fagaceae
3289,"Quercus sp.","Red Oak","",Fagaceae,Fagaceae
3290,"Quercus stellata Wangenh.","Post Oak",QUST,Fagaceae,Fagaceae
3291,"Quercus texana Buckl.","Nuttall Oak",QUBU2,Fagaceae,Fagaceae
3292,"Quercus turbinella Greene","Shrub Live Oak",QUTU2,Fagaceae,Fagaceae
3293,"Quercus velutina Lam.","Black Oak",QUVE,Fagaceae,Fagaceae
3294,"Quercus virginiana P. Mill.","Live Oak",QUVI,Fagaceae,Fagaceae
3295,"Quercus wislizeni A. DC.","Interior Live Oak",QUWIW,Fagaceae,Fagaceae
3296,"Quercus wislizeni var. frutescens Engelm.","Interior Live Oak",QUWIF,Fagaceae,Fagaceae
3297,"Quincula lobata (Torr.) Raf.","Chinese Lantern",QULO2,Solanaceae,Solanaceae
3298,"Ramalina Menziesii","Spanish Moss","",Usneaceae,""
3299,"Ranunculus abortivus L.","Littleleaf Buttercup",RAAB,Ranunculaceae,Ranunculaceae
3300,"Ranunculus acris L.","Tall Buttercup",RAACA3,Ranunculaceae,Ranunculaceae
3301,"Ranunculus aquatilis L.","Whitewater Crowfoot",RAAQ,Ranunculaceae,Ranunculaceae
3302,"Ranunculus bulbosus L.","St. Anthony's Turnip",RABU,Ranunculaceae,Ranunculaceae
3303,"Ranunculus californicus Benth.","California Buttercup",RACA2,Ranunculaceae,Ranunculaceae
3304,"Ranunculus cymbalaria Pursh","Alkali Buttercup",RACY,Ranunculaceae,Ranunculaceae
3305,"Ranunculus flabellaris Raf.","Yellow Water Buttercup",RAFL,Ranunculaceae,Ranunculaceae
3306,"Ranunculus flammula var. filiformis (Michx.) Hook.",Buttercup,RAFLF,Ranunculaceae,Ranunculaceae
3307,"Ranunculus glaberrimus Hook.","Sagebrush Buttercup",RAGLG,Ranunculaceae,Ranunculaceae
3308,"Ranunculus hispidus var. nitidus (Chapman) T. Duncan","Bristly Buttercup",RAHIN,Ranunculaceae,Ranunculaceae
3309,"Ranunculus inamoenus Greene","Graceful Buttercup",RAINI2,Ranunculaceae,Ranunculaceae
3310,"Ranunculus lapponicus L.","Lapland Buttercup",RALA,Ranunculaceae,Ranunculaceae
3311,"Ranunculus occidentalis Nutt.","Western Buttercup",RAOCO,Ranunculaceae,Ranunculaceae
3312,"Ranunculus occidentalis var. occidentalis","Western Buttercup",RAOCO,Ranunculaceae,Ranunculaceae
3313,"Ranunculus pallasii Schlecht.","Pallas' Buttercup",RAPA2,Ranunculaceae,Ranunculaceae
3314,"Ranunculus pensylvanicus L. f.","Pennsylvania Buttercup",RAPE2,Ranunculaceae,Ranunculaceae
3315,"Ranunculus recurvatus Poir.",Blisterwort,RARER2,Ranunculaceae,Ranunculaceae
3316,"Ranunculus repens L.","Creeping Buttercup",RARE3,Ranunculaceae,Ranunculaceae
3317,"Ranunculus sceleratus L.","Celeryleaf Buttercup",RASCS,Ranunculaceae,Ranunculaceae
3318,"Ranunculus sceleratus var. multifidus Nutt.","Blister Buttercup",RASCM,Ranunculaceae,Ranunculaceae
3319,"Ranunculus sp.","Crow's Foot","",Ranunculaceae,Ranunculaceae
3320,"Ranunculus uncinatus D. Don ex G. Don","Hooked Buttercup",RAUNU,Ranunculaceae,Ranunculaceae
3321,"Raphanus sativus L.","Wild Radish",RASA2,Brassicaceae,Brassicaceae
3322,"Ratibida columnifera (Nutt.) Woot. & Standl.","Upright Prairie Coneflower",RACO3,Asteraceae,Asteraceae
3323,"Ratibida tagetes (James) Barnh.","Green Prairie Coneflower",RATA,Asteraceae,Asteraceae
3324,"Reverchonia arenaria Gray","Sand Reverchonia",REAR,Euphorbiaceae,Euphorbiaceae
3325,"Rhamnus alnifolia L'H‚r.","Alderleaf Buckthorn",RHAL,Rhamnaceae,Rhamnaceae
3326,"Rhamnus cathartica L.","Common Buckthorn",RHCA3,Rhamnaceae,Rhamnaceae
3327,"Rhamnus crocea Nutt.","Redberry Buckthorn",RHCRC,Rhamnaceae,Rhamnaceae
3328,"Rhamnus ilicifolia Kellogg","Hollyleaf Redberry",RHIL,Rhamnaceae,Rhamnaceae
3329,"Rhamnus sp.",Buckthorn,"",Rhamnaceae,Rhamnaceae
3330,"Rheum rhabarbarum L.","Garden Rhubarb",RHRH2,Polygonaceae,Polygonaceae
3331,"Rheum rhaponticum L.","False Rhubarb",RHRH2,Polygonaceae,Polygonaceae
3332,"Rhexia virginica L.","Handsome Harry",RHVI,Melastomataceae,Melastomataceae
3333,"Rhizomnium glabrescens (Kindb.) Koponen","","",Mniaceae,Mniaceae
3334,"Rhizophora mangle L.","American Mangrove",RHMA2,Rhizophoraceae,Rhizophoraceae
3335,"Rhodiola integrifolia ssp. integrifolia","Entireleaf Stonecrop",RHINI,Crassulaceae,Crassulaceae
3336,"Rhodiola rosea L.","Roseroot Stonecrop",RHINI,Crassulaceae,Crassulaceae
3337,"Rhododendron albiflorum Hook.","Cascade Azalea",RHALA,Ericaceae,Ericaceae
3338,"Rhododendron calendulaceum (Michx.) Torr.","Flame Azalea",RHCA4,Ericaceae,Ericaceae
3339,"Rhododendron macrophyllum D. Don ex G. Don","Pacific Rhododendron",RHMA3,Ericaceae,Ericaceae
3340,"Rhododendron maximum L.","Great Laurel",RHMA4,Ericaceae,Ericaceae
3341,"Rhododendron occidentale (Torr. & Gray ex Torr.) Gray","Western Azalea",RHOCO,Ericaceae,Ericaceae
3342,"Rhododendron occidentale var. occidentale","Western Azalea",RHOCO,Ericaceae,Ericaceae
3343,"Rhodymenia palmata (L) Greville",Dulse,"",Rhodymeniaceae,""
3344,"Rhus aromatica Ait.","Fragrant Sumac",RHARA2,Anacardiaceae,Anacardiaceae
3345,"Rhus copallinum L.","Flameleaf Sumac",RHCOC,Anacardiaceae,Anacardiaceae
3346,"Rhus copallinum var. leucantha (Jacq.) DC.","Winged Sumac",RHCOL,Anacardiaceae,Anacardiaceae
3347,"Rhus glabra L.","Smooth Sumac",RHGL,Anacardiaceae,Anacardiaceae
3348,"Rhus integrifolia (Nutt.) Benth. & Hook. f. ex Brewer & S. Wats.","Lemonade Sumac",RHIN2,Anacardiaceae,Anacardiaceae
3349,"Rhus microphylla Engelm. ex Gray","Littleleaf Sumac",RHMI3,Anacardiaceae,Anacardiaceae
3350,"Rhus ovata S. Wats.","Sugar Sumac",RHOV,Anacardiaceae,Anacardiaceae
3351,"Rhus sp.",Sumac,"",Anacardiaceae,Anacardiaceae
3352,"Rhus trilobata Nutt.","Skunkbush Sumac",RHTRT,Anacardiaceae,Anacardiaceae
3353,"Rhus trilobata var. pilosissima Engelm.","Pubescent Squawbush",RHTRP,Anacardiaceae,Anacardiaceae
3354,"Rhus trilobata var. trilobata","Skunkbush Sumac",RHTRT,Anacardiaceae,Anacardiaceae
3355,"Rhus typhina L.","Staghorn Sumac",RHHI2,Anacardiaceae,Anacardiaceae
3356,"Rhytidiadelphus loreus (Hedw.) Warnst.","","",Rhytidiaceae,""
3357,"Ribes amarum McClatchie","Bitter Gooseberry",RIAM,Grossulariaceae,Grossulariaceae
3358,"Ribes americanum P. Mill.","American Black Currant",RIAM2,Grossulariaceae,Grossulariaceae
3359,"Ribes aureum Pursh","Golden Currant",RIAUA,Grossulariaceae,Grossulariaceae
3360,"Ribes aureum var. villosum DC.","Golden Currant",RIAUV,Grossulariaceae,Grossulariaceae
3361,"Ribes bracteosum Dougl. ex Hook.","Stink Currant",RIBR,Grossulariaceae,Grossulariaceae
3362,"Ribes californicum Hook. & Arn.","Hillside Gooseberry",RICAC,Grossulariaceae,Grossulariaceae
3363,"Ribes cereum Dougl.","Wax Currant",RICEC2,Grossulariaceae,Grossulariaceae
3364,"Ribes cereum var. pedicellare Brewer & S. Wats.","Whisky Currant",RICEP,Grossulariaceae,Grossulariaceae
3365,"Ribes cruentum Greene","Shinyleaf Currant",RICRC,Grossulariaceae,Grossulariaceae
3366,"Ribes cruentum var. cruentum","Shinyleaf Currant",RICRC,Grossulariaceae,Grossulariaceae
3367,"Ribes cynosbati L.","Eastern Prickly Gooseberry",RICY,Grossulariaceae,Grossulariaceae
3368,"Ribes divaricatum Dougl.","Spreading Gooseberry",RIDID,Grossulariaceae,Grossulariaceae
3369,"Ribes glandulosum Grauer","Skunk Currant",RIGL,Grossulariaceae,Grossulariaceae
3370,"Ribes hirtellum Michx.","Hairystem Gooseberry",RIHI,Grossulariaceae,Grossulariaceae
3371,"Ribes hudsonianum Richards.","Northern Black Currant",RIHUH,Grossulariaceae,Grossulariaceae
3372,"Ribes hudsonianum var. petiolare (Dougl.) Jancz.","Western Black Currant",RIHUP,Grossulariaceae,Grossulariaceae
3373,"Ribes indecorum Eastw.","Whiteflower Currant",RIIN,Grossulariaceae,Grossulariaceae
3374,"Ribes inerme Rydb.","Whitestem Gooseberry",RIINI,Grossulariaceae,Grossulariaceae
3375,"Ribes lacustre (Pers.) Poir.","Prickly Currant",RILA,Grossulariaceae,Grossulariaceae
3376,"Ribes laxiflorum Pursh","Trailing Black Currant",RILA3,Grossulariaceae,Grossulariaceae
3377,"Ribes leptanthum Gray","Trumpet Gooseberry",RILE,Grossulariaceae,Grossulariaceae
3378,"Ribes lobbii Gray","Gummy Gooseberry",RILO,Grossulariaceae,Grossulariaceae
3379,"Ribes malvaceum Sm.","Chaparral Currant",RIMAM,Grossulariaceae,Grossulariaceae
3380,"Ribes malvaceum var. viridifolium Abrams","Chaparral Currant",RIMAV,Grossulariaceae,Grossulariaceae
3381,"Ribes mescalerium Coville","Mescalero Currant",RIME2,Grossulariaceae,Grossulariaceae
3382,"Ribes missouriense Nutt.","Missouri Gooseberry",RIMI,Grossulariaceae,Grossulariaceae
3383,"Ribes montigenum McClatchie","Gooseberry Currant",RIMO2,Grossulariaceae,Grossulariaceae
3384,"Ribes nevadense Kellogg","Sierran Currant",RINEN,Grossulariaceae,Grossulariaceae
3385,"Ribes oxyacanthoides L.","Canadian Gooseberry",RIOXO,Grossulariaceae,Grossulariaceae
3386,"Ribes oxyacanthoides ssp. irriguum (Dougl.) Sinnott","Idaho Gooseberry",RIOXI,Grossulariaceae,Grossulariaceae
3387,"Ribes oxyacanthoides ssp. oxyacanthoides","Canadian Gooseberry",RIOXO,Grossulariaceae,Grossulariaceae
3388,"Ribes oxyacanthoides ssp. setosum (Lindl.) Sinnott","Inland Gooseberry",RIOXS,Grossulariaceae,Grossulariaceae
3389,"Ribes pinetorum Greene","Orange Gooseberry",RIPI,Grossulariaceae,Grossulariaceae
3390,"Ribes quercetorum Greene","Rock Gooseberry",RIQU,Grossulariaceae,Grossulariaceae
3391,"Ribes roezlii Regel","Sierran Gooseberry",RIROR,Grossulariaceae,Grossulariaceae
3392,"Ribes rotundifolium Michx.","Appalachian Gooseberry",RIRO2,Grossulariaceae,Grossulariaceae
3393,"Ribes rubrum L.","Cultivated Currant",RIRU80,Grossulariaceae,Grossulariaceae
3394,"Ribes sanguineum Pursh","Redflower Currant",RISAS,Grossulariaceae,Grossulariaceae
3395,"Ribes sanguineum var. glutinosum (Benth.) Loud.","Blood Currant",RISAG,Grossulariaceae,Grossulariaceae
3396,"Ribes sp.","","",Grossulariaceae,Grossulariaceae
3397,"Ribes triste Pallas","Red Currant",RITR,Grossulariaceae,Grossulariaceae
3398,"Ribes uva-crispa var. sativum DC.","European Gooseberry",RIUVS,Grossulariaceae,Grossulariaceae
3399,"Ribes velutinum Greene","Desert Gooseberry",RIVEV,Grossulariaceae,Grossulariaceae
3400,"Ribes velutinum var. velutinum","Desert Gooseberry",RIVEV,Grossulariaceae,Grossulariaceae
3401,"Ribes viscosissimum Pursh","Sticky Currant",RIVI3,Grossulariaceae,Grossulariaceae
3402,"Ribes wolfii Rothrock","Wolf's Currant",RIWO,Grossulariaceae,Grossulariaceae
3403,"Ricinus communis L.",Castorbean,RICO3,Euphorbiaceae,Euphorbiaceae
3404,"Robinia hispida L.","Bristly Locust",ROHIH,Fabaceae,Fabaceae
3405,"Robinia neomexicana Gray","New Mexico Locust",RONEN,Fabaceae,Fabaceae
3406,"Robinia pseudoacacia L.","Black Locust",ROPS,Fabaceae,Fabaceae
3407,"Robinia sp.","Black Locust","",Fabaceae,Fabaceae
3408,"Romneya coulteri Harvey","Coulter's Matilija Poppy",ROCO,Papaveraceae,Papaveraceae
3409,"Rorippa alpina (S. Wats.) Rydb.","Alpine Yellowcress",ROAL,Brassicaceae,Brassicaceae
3410,"Rorippa curvisiliqua var. curvisiliqua","Curvepod Yellowcress",ROCUC2,Brassicaceae,Brassicaceae
3411,"Rorippa islandica (Oeder) Borb s","Northern Marsh Yellowcress",ROPA2,Brassicaceae,Brassicaceae
3412,"Rorippa nasturtium-aquaticum (L.) Hayek",Watercress,RONA2,Brassicaceae,Brassicaceae
3413,"Rorippa palustris ssp. hispida (Desv.) Jonsell","Hispid Yellowcress",ROPAH,Brassicaceae,Brassicaceae
3414,"Rorippa sinuata (Nutt.) A.S. Hitchc.","Spreading Yellowcress",ROSI2,Brassicaceae,Brassicaceae
3415,"Rorippa sylvestris (L.) Bess.","Creeping Yellowcress",ROSY,Brassicaceae,Brassicaceae
3416,"Rorippa teres (Michx.) R. Stuckey","Southern Marsh Yellowcress",ROTE2,Brassicaceae,Brassicaceae
3417,"Rosa acicularis Lindl.","Prickly Rose",ROACA,Rosaceae,Rosaceae
3418,"Rosa acicularis ssp. sayi (Schwein.) W.H. Lewis","Prickly Rose",ROACS,Rosaceae,Rosaceae
3419,"Rosa arkansana Porter","Prairie Rose",ROARA,Rosaceae,Rosaceae
3420,"Rosa arkansana var. suffulta (Greene) Cockerell","Prairie Rose",ROARS,Rosaceae,Rosaceae
3421,"Rosa blanda Ait.","Smooth Rose",ROBLB,Rosaceae,Rosaceae
3422,"Rosa californica Cham. & Schlecht.","California Wildrose",ROCA2,Rosaceae,Rosaceae
3423,"Rosa carolina L.","Carolina Rose",ROCAC,Rosaceae,Rosaceae
3424,"Rosa eglanteria L.","Sweetbriar Rose",ROEG,Rosaceae,Rosaceae
3425,"Rosa gallica L.","French Rose",ROGA,Rosaceae,Rosaceae
3426,"Rosa gymnocarpa Nutt.","Dwarf Rose",ROGY,Rosaceae,Rosaceae
3427,"Rosa nutkana K. Presl","Nootka Rose",RONUN,Rosaceae,Rosaceae
3428,"Rosa nutkana var. hispida Fern.","Bristly Nootka Rose",RONUH,Rosaceae,Rosaceae
3429,"Rosa nutkana var. nutkana","Nootka Rose",RONUN,Rosaceae,Rosaceae
3430,"Rosa palustris Marsh.","Swamp Rose",ROPA,Rosaceae,Rosaceae
3431,"Rosa pisocarpa Gray","Cluster Rose",ROPI2,Rosaceae,Rosaceae
3432,"Rosa sp.","Wild Rose","",Rosaceae,Rosaceae
3433,"Rosa virginiana P. Mill.","Virginia Rose",ROVIV2,Rosaceae,Rosaceae
3434,"Rosa woodsii Lindl.","Woods' Rose",ROWOW,Rosaceae,Rosaceae
3435,"Rosa woodsii var. ultramontana (S. Wats.) Jepson","Woods' Rose",ROWOU,Rosaceae,Rosaceae
3436,"Rosa woodsii var. woodsii","Woods' Rose",ROWOW,Rosaceae,Rosaceae
3437,"Rubus aculeatissimus","Red Raspberry","",Rosaceae,Rosaceae
3438,"Rubus allegheniensis Porter","Allegheny Blackberry",RUALA,Rosaceae,Rosaceae
3439,"Rubus allegheniensis var. allegheniensis","Allegheny Blackberry",RUALA,Rosaceae,Rosaceae
3440,"Rubus arcticus L.","Arctic Blackberry",RUARA3,Rosaceae,Rosaceae
3441,"Rubus arcticus ssp. acaulis (Michx.) Focke","Dwarf Raspberry",RUARA2,Rosaceae,Rosaceae
3442,"Rubus argutus Link","Sawtooth Blackberry",RUAR2,Rosaceae,Rosaceae
3443,"Rubus arizonensis Focke","Arizona Dewberry",RUAR3,Rosaceae,Rosaceae
3444,"Rubus canadensis L.","Smooth Blackberry",RUCA16,Rosaceae,Rosaceae
3445,"Rubus chamaemorus L.",Cloudberry,RUCH,Rosaceae,Rosaceae
3446,"Rubus cuneifolius Pursh","Sand Blackberry",RUCU,Rosaceae,Rosaceae
3447,"Rubus discolor Weihe & Nees","Himalayan Blackberry",RUDI2,Rosaceae,Rosaceae
3448,"Rubus flagellaris Willd.","Northern Dewberry",RUFL,Rosaceae,Rosaceae
3449,"Rubus frondosus Bigelow","Yankee Blackberry",RUFR4,Rosaceae,Rosaceae
3450,"Rubus fruticosus L.","Shrubby Blackberry","",Rosaceae,Rosaceae
3451,"Rubus hawaiensis Gray","Hawaii Blackberry",RUHA,Rosaceae,Rosaceae
